Query_ID,Query_Natural_Language,Query_Type,ModelX,ModelY,User_Choice,Comment/Explanation
963,List of NBA players who are also actors ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,x list does not answer to the question
963,List of NBA players who are also actors ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Fail list x
963,List of NBA players who are also actors ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is corect
963,List of NBA players who are also actors ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y lists includes more famous NBA players who are also actors.
963,List of NBA players who are also actors ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Better
964,List of shows and their hosts ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is corect
964,List of shows and their hosts ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"Y list contains shows and hosts, which is not the case with X"
964,List of shows and their hosts ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"Y is better. X is irrelevant, it does not include any shows"
964,List of shows and their hosts ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,all shows
964,List of shows and their hosts ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,more shows
965,List of NBA coaches ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,On X list are not trainers from NBA.
965,List of NBA coaches ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,No list X
965,List of NBA coaches ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y - more NBA
965,List of NBA coaches ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,NBA coaches
965,List of NBA coaches ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,list Y is correct
966,List of FIFA coaches ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,y list is about other sports
966,List of FIFA coaches ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Fail list y
966,List of FIFA coaches ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X is corect
966,List of FIFA coaches ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X list includes more famous FIFA team.
966,List of FIFA coaches ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Better
967,List of award-winning Bollywood actors ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,The list Y contains personalities of other nationalities
967,List of award-winning Bollywood actors ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,y list is about other awards
967,List of award-winning Bollywood actors ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Y includes name of other countries' actors.
967,List of award-winning Bollywood actors ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,On Y list are not Bollywood actors.
967,List of award-winning Bollywood actors ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,same,Same
968,List of Apple products and their weights ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,x list is unvalid
968,List of Apple products and their weights ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Fail in list x
968,List of Apple products and their weights ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Only Y list answers to question
968,List of Apple products and their weights ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y dah uygun
968,List of Apple products and their weights ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,just y list contains apple weight info
969,List of NBA players and their weights ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y is corect
969,List of NBA players and their weights ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,List_of_Playboy_Playmates_of_1970
969,List of NBA players and their weights ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Not NBA players on X list.
969,List of NBA players and their weights ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y better
969,List of NBA players and their weights ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,Y Is more complete
970,List of military commands and their commanders ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,y has more famous commanders
970,List of military commands and their commanders ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"Y, They are better known names"
970,List of military commands and their commanders ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,"x and y both answer the question. Y contains a more known names, generally."
970,List of military commands and their commanders ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,It's a better option because it has more data.
970,List of military commands and their commanders ?,Triple-pattern queries with many results,No-Rank Approach,Our Approach,No-Rank Approach,more detail
971,List of songs by Shakira ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,The list X is correct. The list Y no contain song by Shakira
971,List of songs by Shakira ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,y list is about songs not sung by Shakira
971,List of songs by Shakira ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Y list dos not includes Shakira's songs.
971,List of songs by Shakira ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,On Y list not Shakira's songs.
971,List of songs by Shakira ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,Better
972,List of songs by Michael Jackson ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,More songs
972,List of songs by Michael Jackson ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X is list of songs by Michael Jackson
972,List of songs by Michael Jackson ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,On Y list there are no Jackson's songs.
972,List of songs by Michael Jackson ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,y isnt about jacksons songs
972,List of songs by Michael Jackson ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,"Y doesn't contain a proper data, X is good"
973,List of songs by Rihanna ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,y list is unvalid
973,List of songs by Rihanna ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,fail in list y
973,List of songs by Rihanna ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,There is no song by Rihanna on Y list
973,List of songs by Rihanna ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,X rihana
973,List of songs by Rihanna ?,Extended triple-pattern queries with many results,Our Approach,No-Rank Approach,Our Approach,there are no songs by rihanna at y list
974,List of songs by Taylor Swift ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,X list is from different artists.
974,List of songs by Taylor Swift ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,List X no songs of Taylor Switf
974,List of songs by Taylor Swift ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,y - Taylor Swift
974,List of songs by Taylor Swift ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,X are not Swift's songs
974,List of songs by Taylor Swift ?,Extended triple-pattern queries with many results,No-Rank Approach,Our Approach,Our Approach,there is no Taylor Swift in X list
